brand,shoe_name,date,sales,ad_cost,impressions,clicks
Reebok,Nano X3,2025-01-07,161,5649,32401,2344
Nike,Vaporfly 3,2025-01-07,131,11301,28014,687
Adidas,Samba,2025-01-08,212,3853,30448,2426
Puma,Mayze,2025-01-08,53,10923,14987,829
New Balance,574 Core,2025-01-08,212,4249,30469,936
Reebok,Club C 85,2025-01-08,31,9925,27222,1947
Nike,Pegasus 40,2025-01-08,240,9620,17890,1208
Adidas,Gazelle,2025-01-08,168,9181,5634,330
Puma,Slipstream,2025-01-08,35,6106,27046,2120
New Balance,550,2025-01-08,87,6997,31525,1248
Reebok,Classic Leather,2025-01-08,108,10158,21018,1545
Nike,Air Force 1,2025-01-08,60,11770,31726,1164
Adidas,Superstar,2025-01-08,177,1673,29052,2194
Puma,Rider Vintage,2025-01-08,183,4084,34255,2537
New Balance,327,2025-01-08,144,5599,18163,510
Reebok,Question Mid,2025-01-08,184,8807,32684,1614
Nike,Air Max 270,2025-01-08,21,4529,22958,1704
Adidas,Stan Smith,2025-01-09,237,8523,31897,2478
Puma,Cali Dream,2025-01-09,206,1869,14799,833
New Balance,9060,2025-01-09,181,2431,31835,1006
Reebok,Zig Kinetica,2025-01-09,216,7158,21506,447
Nike,Jordan 1,2025-01-09,158,8254,31100,1519
Adidas,Ultraboost 23,2025-01-09,225,10478,33888,2295
Puma,RS-X,2025-01-09,30,9088,14650,390
New Balance,2002R,2025-01-09,196,1586,22485,1006
Reebok,Instapump Fury,2025-01-09,204,11961,16275,1224
Nike,Cortez,2025-01-09,207,10545,19196,1077
Adidas,NMD S1,2025-01-09,71,4728,26367,1272
Puma,Suede Classic,2025-01-09,237,11792,28591,1443
New Balance,990v6,2025-01-09,74,6588,7631,258
Reebok,Nano X3,2025-01-09,75,4899,12641,433
Nike,Vaporfly 3,2025-01-09,161,2689,21274,950
Adidas,Samba,2025-01-10,92,1857,20210,1409
Puma,Mayze,2025-01-10,152,3778,29316,1716
New Balance,574 Core,2025-01-10,88,3179,31662,1422
Reebok,Club C 85,2025-01-10,146,6808,22393,920
Nike,Pegasus 40,2025-01-10,157,5248,23677,1099
Adidas,Gazelle,2025-01-10,164,5817,19099,643
Puma,Slipstream,2025-01-10,88,11095,14455,356
New Balance,550,2025-01-10,236,9354,27780,1426
Reebok,Classic Leather,2025-01-10,133,2730,30008,2000
Nike,Air Force 1,2025-01-10,167,9630,6638,408
Adidas,Superstar,2025-01-10,164,4910,23967,1794
Puma,Rider Vintage,2025-01-10,86,10177,28690,2205
New Balance,327,2025-01-10,181,6635,17183,812
Reebok,Question Mid,2025-01-10,198,4518,9448,613
Nike,Air Max 270,2025-01-10,233,3155,7895,369
Adidas,Stan Smith,2025-01-11,59,11266,31043,1126
Puma,Cali Dream,2025-01-11,212,10079,18912,519
New Balance,9060,2025-01-11,75,6276,31894,656
Reebok,Zig Kinetica,2025-01-11,246,7729,16991,1126
Nike,Jordan 1,2025-01-11,250,11499,8454,197
Adidas,Ultraboost 23,2025-01-11,176,8305,25588,1581
Puma,RS-X,2025-01-11,134,2445,27305,626
New Balance,2002R,2025-01-11,181,7345,12474,409
Reebok,Instapump Fury,2025-01-11,223,3102,26497,1035
Nike,Cortez,2025-01-11,81,5434,25023,1964
Adidas,NMD S1,2025-01-11,146,7215,15600,861
Puma,Suede Classic,2025-01-11,35,11421,10226,319
New Balance,990v6,2025-01-11,121,4737,19902,970
Reebok,Nano X3,2025-01-11,174,2174,17579,1057
Nike,Vaporfly 3,2025-01-11,239,7017,15080,394
Adidas,Samba,2025-01-12,192,8662,14618,383
Puma,Mayze,2025-01-12,227,7283,33938,927
New Balance,574 Core,2025-01-12,212,10904,19443,475
Reebok,Club C 85,2025-01-12,89,1958,22257,1427
Nike,Pegasus 40,2025-01-12,127,5556,27631,1317
Adidas,Gazelle,2025-01-12,147,8765,19563,1158
Puma,Slipstream,2025-01-12,219,3209,24319,807
New Balance,550,2025-01-12,156,10266,18411,1370
Reebok,Classic Leather,2025-01-12,235,10687,28840,1346
Nike,Air Force 1,2025-01-12,182,3624,26854,1178
Adidas,Superstar,2025-01-12,47,5640,18358,1309
Puma,Rider Vintage,2025-01-12,221,8188,22853,551
New Balance,327,2025-01-12,249,8568,34144,1186
Reebok,Question Mid,2025-01-12,247,6696,33172,2268
Nike,Air Max 270,2025-01-12,206,11844,12101,930
Adidas,Stan Smith,2025-01-13,102,2819,5419,185
Puma,Cali Dream,2025-01-13,229,9700,26240,1171
New Balance,9060,2025-01-13,243,4913,7780,446
Reebok,Zig Kinetica,2025-01-13,38,4888,5473,231
Nike,Jordan 1,2025-01-13,152,6009,6845,338
Adidas,Ultraboost 23,2025-01-13,108,2479,9634,260
Puma,RS-X,2025-01-13,245,5379,27145,1303
New Balance,2002R,2025-01-13,174,11012,21556,1521
Reebok,Instapump Fury,2025-01-13,173,11126,8444,623
Nike,Cortez,2025-01-13,74,8270,28636,771
Adidas,NMD S1,2025-01-13,46,5688,7147,447
Puma,Suede Classic,2025-01-13,129,5604,23148,1086
New Balance,990v6,2025-01-13,236,4757,31003,1831
Reebok,Nano X3,2025-01-13,126,2872,6893,323
Nike,Vaporfly 3,2025-01-13,194,1596,28617,769
Adidas,Samba,2025-01-14,28,9745,33781,1335
Puma,Mayze,2025-01-14,90,9433,26870,2035
New Balance,574 Core,2025-01-14,76,5079,9003,290
Reebok,Club C 85,2025-01-14,181,11302,21351,775
Nike,Pegasus 40,2025-01-14,223,9129,17028,814
Adidas,Gazelle,2025-01-14,128,2868,5956,163
Puma,Slipstream,2025-01-14,132,7034,16591,1276
New Balance,550,2025-01-14,230,4151,28628,1541
Reebok,Classic Leather,2025-01-14,165,4545,19343,617
Nike,Air Force 1,2025-01-14,87,2901,27257,1634
Adidas,Superstar,2025-01-14,215,7200,25647,1976
Puma,Rider Vintage,2025-01-14,151,6784,12744,894
New Balance,327,2025-01-14,212,10250,34371,1061
Reebok,Question Mid,2025-01-14,178,9413,19283,1010
Nike,Air Max 270,2025-01-14,31,6169,29171,1963
Adidas,Stan Smith,2025-01-15,211,4790,10856,784
Puma,Cali Dream,2025-01-15,26,10623,24460,807
New Balance,9060,2025-01-15,175,10530,12652,387
Reebok,Zig Kinetica,2025-01-15,59,10002,24349,1161
Nike,Jordan 1,2025-01-15,245,5764,29990,1342
Adidas,Ultraboost 23,2025-01-15,127,1786,24291,752
Puma,RS-X,2025-01-15,185,7365,18488,1266
New Balance,2002R,2025-01-15,88,8325,30279,1091
Reebok,Instapump Fury,2025-01-15,48,11494,34436,1073
Nike,Cortez,2025-01-15,69,10124,9812,703
Adidas,NMD S1,2025-01-15,246,4165,9483,273
Puma,Suede Classic,2025-01-15,28,3481,10760,305
New Balance,990v6,2025-01-15,73,11329,14381,491
Reebok,Nano X3,2025-01-15,171,8355,22992,1548
Nike,Vaporfly 3,2025-01-15,242,2399,34862,2028
Adidas,Samba,2025-01-16,78,3995,5298,155
Puma,Mayze,2025-01-16,46,9161,14266,891
New Balance,574 Core,2025-01-16,131,1719,29505,822
Reebok,Club C 85,2025-01-16,31,7093,27870,642
Nike,Pegasus 40,2025-01-16,61,10503,32731,1776
Adidas,Gazelle,2025-01-16,151,5451,12333,660
Puma,Slipstream,2025-01-16,201,4186,27816,1968
New Balance,550,2025-01-16,220,8570,30716,928
Reebok,Classic Leather,2025-01-16,208,7068,26874,1514
Nike,Air Force 1,2025-01-16,103,11672,25666,974
Adidas,Superstar,2025-01-16,188,2747,31187,1594
Puma,Rider Vintage,2025-01-16,85,4806,19420,1045
New Balance,327,2025-01-16,211,8798,7149,315
Reebok,Question Mid,2025-01-16,105,3519,6442,238
Nike,Air Max 270,2025-01-16,112,10328,20504,999
Adidas,Stan Smith,2025-01-17,230,6534,28462,715
Puma,Cali Dream,2025-01-17,152,11724,10516,565
New Balance,9060,2025-01-17,143,7590,19991,605
Reebok,Zig Kinetica,2025-01-17,75,11517,12906,879
Nike,Jordan 1,2025-01-17,211,1787,33575,948
Adidas,Ultraboost 23,2025-01-17,122,10493,14663,806
Puma,RS-X,2025-01-17,63,9622,30459,1292
New Balance,2002R,2025-01-17,162,9212,12123,647
Reebok,Instapump Fury,2025-01-17,182,10721,27923,2013
Nike,Cortez,2025-01-17,75,8512,18980,1043
Adidas,NMD S1,2025-01-17,138,3837,30060,1814
Puma,Suede Classic,2025-01-17,160,11093,26253,879
New Balance,990v6,2025-01-17,150,5613,10342,781
Reebok,Nano X3,2025-01-17,158,4508,26065,2055
Nike,Vaporfly 3,2025-01-17,135,7236,10725,480
Adidas,Samba,2025-01-18,102,10698,31547,1985
Puma,Mayze,2025-01-18,137,2470,8482,346
New Balance,574 Core,2025-01-18,77,11139,12113,412
Reebok,Club C 85,2025-01-18,65,7959,22379,836
Nike,Pegasus 40,2025-01-18,217,11866,23512,852
Adidas,Gazelle,2025-01-18,132,7361,32903,1548
Puma,Slipstream,2025-01-18,235,4155,17944,771
New Balance,550,2025-01-18,160,11232,32745,1737
Reebok,Classic Leather,2025-01-18,111,6053,6691,289
Nike,Air Force 1,2025-01-18,36,9534,17000,932
Adidas,Superstar,2025-01-18,199,10450,7324,218
Puma,Rider Vintage,2025-01-18,35,10964,17132,824
New Balance,327,2025-01-18,128,8124,23358,1620
Reebok,Question Mid,2025-01-18,43,5910,28594,1481
Nike,Air Max 270,2025-01-18,119,9674,14823,774
Adidas,Stan Smith,2025-01-19,160,11736,24761,632
Puma,Cali Dream,2025-01-19,209,10278,14085,1118
New Balance,9060,2025-01-19,237,9618,29408,2166
Reebok,Zig Kinetica,2025-01-19,28,8319,16442,939
Nike,Jordan 1,2025-01-19,190,9204,11147,412
Adidas,Ultraboost 23,2025-01-19,200,8378,33167,1469
Puma,RS-X,2025-01-19,102,4389,33962,1687
New Balance,2002R,2025-01-19,215,3498,9105,224
Reebok,Instapump Fury,2025-01-19,187,12065,25764,988
Nike,Cortez,2025-01-19,168,6236,18376,728
Adidas,NMD S1,2025-01-19,109,11925,15213,379
Puma,Suede Classic,2025-01-19,155,5451,29620,2229
New Balance,990v6,2025-01-19,143,11211,25694,1869
Reebok,Nano X3,2025-01-19,65,7139,11600,885
Nike,Vaporfly 3,2025-01-19,70,5714,11643,692
Adidas,Samba,2025-01-20,25,6116,17954,913
Puma,Mayze,2025-01-20,243,7968,30799,2401
New Balance,574 Core,2025-01-20,168,11679,19280,1222
Reebok,Club C 85,2025-01-20,167,10409,27727,1184
Nike,Pegasus 40,2025-01-20,123,10912,25551,557
Adidas,Gazelle,2025-01-20,119,2661,33799,1395
Puma,Slipstream,2025-01-20,80,11207,14987,1075
New Balance,550,2025-01-20,101,4917,27248,792
Reebok,Classic Leather,2025-01-20,156,11143,10340,799
Nike,Air Force 1,2025-01-20,79,1804,26760,969
Adidas,Superstar,2025-01-20,111,9631,15832,843
Puma,Rider Vintage,2025-01-20,241,6755,9237,492
New Balance,327,2025-01-20,211,8529,17470,612
Reebok,Question Mid,2025-01-20,107,10939,27679,1032
Nike,Air Max 270,2025-01-20,144,3955,20101,879
Adidas,Stan Smith,2025-01-21,92,5066,33560,1533
Puma,Cali Dream,2025-01-21,198,4716,17416,907
New Balance,9060,2025-01-21,26,5153,7262,420
Reebok,Zig Kinetica,2025-01-21,75,6943,16616,501
Nike,Jordan 1,2025-01-21,158,2088,24014,789
Adidas,Ultraboost 23,2025-01-21,97,5495,20921,471
Puma,RS-X,2025-01-21,105,7050,24934,1487
New Balance,2002R,2025-01-21,226,10223,27458,1112
Reebok,Instapump Fury,2025-01-21,247,1852,8645,420
Nike,Cortez,2025-01-21,52,7128,7219,449
Adidas,NMD S1,2025-01-21,107,8613,17141,458
Puma,Suede Classic,2025-01-21,50,7821,11031,667
New Balance,990v6,2025-01-21,232,11253,12887,921
Reebok,Nano X3,2025-01-21,148,7585,10363,237
Nike,Vaporfly 3,2025-01-21,154,11156,20676,1355
Adidas,Samba,2025-01-22,243,6328,18993,835
Puma,Mayze,2025-01-22,128,8725,24288,1766
New Balance,574 Core,2025-01-22,26,3080,28791,2201
Reebok,Club C 85,2025-01-22,213,5096,20831,1512
Nike,Pegasus 40,2025-01-22,91,11036,33037,923
Adidas,Gazelle,2025-01-22,225,5968,32061,1660
Puma,Slipstream,2025-01-22,205,3312,29999,1458
New Balance,550,2025-01-22,139,7351,21646,543
Reebok,Classic Leather,2025-01-22,46,3299,8519,182
Nike,Air Force 1,2025-01-22,202,3171,14344,786
Adidas,Superstar,2025-01-22,108,1556,14375,385
Puma,Rider Vintage,2025-01-22,62,7155,26281,1676
New Balance,327,2025-01-22,44,5401,26369,1521
Reebok,Question Mid,2025-01-22,243,10021,14940,672
Nike,Air Max 270,2025-01-22,235,9029,28968,780
Adidas,Stan Smith,2025-01-23,116,4587,21260,723
Puma,Cali Dream,2025-01-23,233,5106,29087,2091
New Balance,9060,2025-01-23,96,7463,7016,164
Reebok,Zig Kinetica,2025-01-23,62,2974,11198,308
Nike,Jordan 1,2025-01-23,224,5218,31823,1915
Adidas,Ultraboost 23,2025-01-23,225,7505,11624,770
Puma,RS-X,2025-01-23,145,5982,30752,940
New Balance,2002R,2025-01-23,121,11426,11644,308
Reebok,Instapump Fury,2025-01-23,151,7104,18321,724
Nike,Cortez,2025-01-23,123,4621,17263,501
Adidas,NMD S1,2025-01-23,44,7977,28408,1741
Puma,Suede Classic,2025-01-23,56,8155,13106,326
New Balance,990v6,2025-01-23,25,2979,30845,1918
Reebok,Nano X3,2025-01-23,65,3029,16625,1170
Nike,Vaporfly 3,2025-01-23,76,4318,18214,982
Adidas,Samba,2025-01-24,213,11372,17924,547
Puma,Mayze,2025-01-24,113,5433,8154,561
New Balance,574 Core,2025-01-24,142,4561,9892,260
Reebok,Club C 85,2025-01-24,187,8037,33918,960
Nike,Pegasus 40,2025-01-24,119,4532,28554,2174
Adidas,Gazelle,2025-01-24,210,5639,11276,505
Puma,Slipstream,2025-01-24,40,8560,20383,641
New Balance,550,2025-01-24,47,10083,15092,710
Reebok,Classic Leather,2025-01-24,40,7886,15804,850
Nike,Air Force 1,2025-01-24,225,4389,33556,2614
Adidas,Superstar,2025-01-24,238,5467,5354,426
Puma,Rider Vintage,2025-01-24,128,2777,7899,445
New Balance,327,2025-01-24,113,3472,21786,552
Reebok,Question Mid,2025-01-24,227,3725,29730,1063
Nike,Air Max 270,2025-01-24,26,1774,13928,375
Adidas,Stan Smith,2025-01-25,31,3022,31575,715
Puma,Cali Dream,2025-01-25,151,5878,21998,854
New Balance,9060,2025-01-25,80,5076,14216,593
Reebok,Zig Kinetica,2025-01-25,168,4303,20437,913
Nike,Jordan 1,2025-01-25,224,2044,30905,2265
Adidas,Ultraboost 23,2025-01-25,204,3502,15911,325
Puma,RS-X,2025-01-25,76,10837,8995,685
New Balance,2002R,2025-01-25,238,11041,14290,1130
Reebok,Instapump Fury,2025-01-25,177,3575,11854,872
Nike,Cortez,2025-01-25,87,11230,28982,2012
Adidas,NMD S1,2025-01-25,222,9690,6206,367
Puma,Suede Classic,2025-01-25,104,5769,8590,584
New Balance,990v6,2025-01-25,114,10642,5126,243
Reebok,Nano X3,2025-01-25,169,7014,9530,689
Nike,Vaporfly 3,2025-01-25,111,10308,7435,392
Adidas,Samba,2025-01-26,214,3097,19772,900
Puma,Mayze,2025-01-26,148,8548,15602,975
New Balance,574 Core,2025-01-26,108,5929,12829,549
Reebok,Club C 85,2025-01-26,229,4477,20249,1105
Nike,Pegasus 40,2025-01-26,146,2122,16503,1146
Adidas,Gazelle,2025-01-26,161,8633,9891,512
Puma,Slipstream,2025-01-26,43,8920,14226,707
New Balance,550,2025-01-26,200,1809,26574,1837
Reebok,Classic Leather,2025-01-26,241,10296,8367,602
Nike,Air Force 1,2025-01-26,116,3740,12550,836
Adidas,Superstar,2025-01-26,96,10081,8154,356
Puma,Rider Vintage,2025-01-26,116,2111,9238,393
New Balance,327,2025-01-26,195,8127,33484,2021
Reebok,Question Mid,2025-01-26,51,4415,25351,1288
Nike,Air Max 270,2025-01-26,160,11170,17488,1222
Adidas,Stan Smith,2025-01-27,31,1970,7525,327
Puma,Cali Dream,2025-01-27,99,4590,24759,1586
New Balance,9060,2025-01-27,102,9827,7201,398
Reebok,Zig Kinetica,2025-01-27,55,3523,9513,382
Nike,Jordan 1,2025-01-27,144,4570,10217,261
Adidas,Ultraboost 23,2025-01-27,207,7397,14815,712
Puma,RS-X,2025-01-27,242,1694,31424,1727
New Balance,2002R,2025-01-27,233,1826,25243,1103
Reebok,Instapump Fury,2025-01-27,104,6311,18398,477
Nike,Cortez,2025-01-27,66,11744,10214,710
Adidas,NMD S1,2025-01-27,138,7251,29274,2231
Puma,Suede Classic,2025-01-27,201,9461,19066,1191
New Balance,990v6,2025-01-27,246,6257,10455,295
Reebok,Nano X3,2025-01-27,194,7624,26614,1086
Nike,Vaporfly 3,2025-01-27,170,6996,11238,710
Adidas,Samba,2025-01-28,124,1742,26945,2068
Puma,Mayze,2025-01-28,175,6663,30218,2328
New Balance,574 Core,2025-01-28,44,5025,8255,225
Reebok,Club C 85,2025-01-28,38,5170,16060,327
Nike,Pegasus 40,2025-01-28,165,10839,28807,1202
Adidas,Gazelle,2025-01-28,62,11083,6609,452
Puma,Slipstream,2025-01-28,123,9004,7906,434
New Balance,550,2025-01-28,129,7433,7966,492
Reebok,Classic Leather,2025-01-28,28,9458,31238,1094
Nike,Air Force 1,2025-01-28,73,11629,17627,1371
Adidas,Superstar,2025-01-28,217,4037,8060,178
Puma,Rider Vintage,2025-01-28,89,4020,17581,894
New Balance,327,2025-01-28,237,3400,23437,1606
Reebok,Question Mid,2025-01-28,120,8801,18668,1393
Nike,Air Max 270,2025-01-28,95,6148,12573,969
Adidas,Stan Smith,2025-01-29,250,6265,9153,572
Puma,Cali Dream,2025-01-29,245,9692,34117,1775
New Balance,9060,2025-01-29,76,5909,32984,1938
Reebok,Zig Kinetica,2025-01-29,169,11756,12130,676
Nike,Jordan 1,2025-01-29,199,4303,32859,711
Adidas,Ultraboost 23,2025-01-29,37,3913,23806,1464
Puma,RS-X,2025-01-29,225,2524,5743,268
New Balance,2002R,2025-01-29,76,8725,16713,750
Reebok,Instapump Fury,2025-01-29,76,8779,29112,828
Nike,Cortez,2025-01-29,68,10116,29726,1039
Adidas,NMD S1,2025-01-29,26,4824,21511,712
Puma,Suede Classic,2025-01-29,226,4738,27486,2158
New Balance,990v6,2025-01-29,208,7193,10921,822
Reebok,Nano X3,2025-01-29,70,5685,27073,1649
Nike,Vaporfly 3,2025-01-29,250,9441,13200,772
Adidas,Samba,2025-01-30,56,2914,12001,896
Puma,Mayze,2025-01-30,156,8895,6900,151
New Balance,574 Core,2025-01-30,36,9987,29903,1536
Reebok,Club C 85,2025-01-30,83,2403,34996,2109
Nike,Pegasus 40,2025-01-30,237,10925,16863,994
Adidas,Gazelle,2025-01-30,82,8724,33105,1656
Puma,Slipstream,2025-01-30,225,5397,12124,638
New Balance,550,2025-01-30,174,4779,11952,760
Reebok,Classic Leather,2025-01-30,67,5989,21361,1659
Nike,Air Force 1,2025-01-30,130,11551,25705,1133
Adidas,Superstar,2025-01-30,102,5657,10869,266
Puma,Rider Vintage,2025-01-30,78,3743,32657,1439
New Balance,327,2025-01-30,200,5137,28301,1018
Reebok,Question Mid,2025-01-30,186,11583,29107,1766
Nike,Air Max 270,2025-01-30,221,5089,29911,2367
Adidas,Stan Smith,2025-01-31,173,3747,28571,1416
Puma,Cali Dream,2025-01-31,237,6952,27508,1468
New Balance,9060,2025-01-31,245,8297,11413,229
Reebok,Zig Kinetica,2025-01-31,241,3576,33087,1691
Nike,Jordan 1,2025-01-31,161,2541,5290,155
Adidas,Ultraboost 23,2025-01-31,99,8254,25920,1714
Puma,RS-X,2025-01-31,123,7187,25090,1459
New Balance,2002R,2025-01-31,120,8670,34288,1879
Reebok,Instapump Fury,2025-01-31,39,8383,33175,1528
Nike,Cortez,2025-01-31,51,7613,24457,1898
Adidas,NMD S1,2025-01-31,194,7890,21461,1689
Puma,Suede Classic,2025-01-31,177,4755,25618,1519
New Balance,990v6,2025-01-31,174,10607,14757,640
Reebok,Nano X3,2025-01-31,75,11858,31475,945
Nike,Vaporfly 3,2025-01-31,76,9861,33506,1660
Adidas,Samba,2025-02-01,204,7276,33389,1297
Puma,Mayze,2025-02-01,20,10515,17780,1055
New Balance,574 Core,2025-02-01,112,5257,28790,1586
Reebok,Club C 85,2025-02-01,221,2660,31832,940
Nike,Pegasus 40,2025-02-01,83,6865,26680,614
Adidas,Gazelle,2025-02-01,100,6010,13583,828
Puma,Slipstream,2025-02-01,108,9930,14212,604
New Balance,550,2025-02-01,20,2703,6730,197
Reebok,Classic Leather,2025-02-01,78,2204,24364,1591
Nike,Air Force 1,2025-02-01,94,3739,10637,329
Adidas,Superstar,2025-02-01,214,9054,13040,1007
Puma,Rider Vintage,2025-02-01,206,5702,23514,1119
New Balance,327,2025-02-01,116,6154,25029,1718
Reebok,Question Mid,2025-02-01,233,7424,29924,1701
Nike,Air Max 270,2025-02-01,203,8743,31071,2474
Adidas,Stan Smith,2025-02-02,177,4333,6990,344
Puma,Cali Dream,2025-02-02,146,2752,27610,588
New Balance,9060,2025-02-02,140,8943,17669,1176
Reebok,Zig Kinetica,2025-02-02,157,5380,13271,722
Nike,Jordan 1,2025-02-02,163,3715,15252,1025
Adidas,Ultraboost 23,2025-02-02,169,9927,32433,1806
Puma,RS-X,2025-02-02,135,2430,5343,388
New Balance,2002R,2025-02-02,72,6631,22660,911
Reebok,Instapump Fury,2025-02-02,91,6935,29440,2337
Nike,Cortez,2025-02-02,31,6046,14546,300
Adidas,NMD S1,2025-02-02,218,6396,5067,372
Puma,Suede Classic,2025-02-02,174,6248,26090,1986
New Balance,990v6,2025-02-02,207,8952,16563,378
Reebok,Nano X3,2025-02-02,132,9678,5781,428
Nike,Vaporfly 3,2025-02-02,248,5049,19856,1215
Adidas,Samba,2025-02-03,234,3292,12853,921
Puma,Mayze,2025-02-03,215,3212,12567,462
New Balance,574 Core,2025-02-03,157,3443,27233,959
Reebok,Club C 85,2025-02-03,181,2382,33193,1584
Nike,Pegasus 40,2025-02-03,84,10299,28054,839
Adidas,Gazelle,2025-02-03,247,7642,28212,698
Puma,Slipstream,2025-02-03,156,3289,21783,1076
New Balance,550,2025-02-03,91,12010,29295,2199
Reebok,Classic Leather,2025-02-03,128,6740,26636,1791
Nike,Air Force 1,2025-02-03,82,4010,32318,2476
Adidas,Superstar,2025-02-03,70,2560,19526,1019
Puma,Rider Vintage,2025-02-03,81,4123,29115,1655
New Balance,327,2025-02-03,245,5435,27675,1598
Reebok,Question Mid,2025-02-03,188,8109,29486,1644
Nike,Air Max 270,2025-02-03,242,1353,7173,368
Adidas,Stan Smith,2025-02-04,119,5558,8117,452
Puma,Cali Dream,2025-02-04,217,6588,33931,1875
New Balance,9060,2025-02-04,112,4172,11335,854
Reebok,Zig Kinetica,2025-02-04,170,4610,14910,788
Nike,Jordan 1,2025-02-04,129,4547,24585,559
Adidas,Ultraboost 23,2025-02-04,136,3538,18118,1439
Puma,RS-X,2025-02-04,130,8604,5828,409
New Balance,2002R,2025-02-04,34,2283,20245,656
Reebok,Instapump Fury,2025-02-04,241,4477,8317,646
Nike,Cortez,2025-02-04,178,8140,5017,321
Adidas,NMD S1,2025-02-04,32,9427,24229,1369
Puma,Suede Classic,2025-02-04,225,6500,33160,2640
New Balance,990v6,2025-02-04,187,8636,14403,952
Reebok,Nano X3,2025-02-04,38,10285,19050,566
Nike,Vaporfly 3,2025-02-04,132,11038,33752,2127
Adidas,Samba,2025-02-05,66,8603,31948,1667
Puma,Mayze,2025-02-05,26,3856,31485,1771
New Balance,574 Core,2025-02-05,70,11584,6864,291
Reebok,Club C 85,2025-02-05,250,7424,34038,1735
Nike,Pegasus 40,2025-02-05,191,4579,16166,658
Adidas,Gazelle,2025-02-05,171,2865,29456,1443
Puma,Slipstream,2025-02-05,83,8783,9510,595
New Balance,550,2025-02-05,212,10586,32152,2006
Reebok,Classic Leather,2025-02-05,186,9929,11887,585
Nike,Air Force 1,2025-02-05,102,7847,32008,1780
Adidas,Superstar,2025-02-05,226,7480,27800,601
Puma,Rider Vintage,2025-02-05,100,6527,6332,342
New Balance,327,2025-02-05,120,8707,24498,1035
Reebok,Question Mid,2025-02-05,216,5797,7992,330
Nike,Air Max 270,2025-02-05,193,11911,27005,2050
Adidas,Stan Smith,2025-02-06,124,6565,13584,1077
Puma,Cali Dream,2025-02-06,69,7201,27624,641
New Balance,9060,2025-02-06,172,3141,34964,1859
Reebok,Zig Kinetica,2025-02-06,199,11820,33245,688
Nike,Jordan 1,2025-02-06,205,1425,33070,2354
Adidas,Ultraboost 23,2025-02-06,209,5838,10707,677
Puma,RS-X,2025-02-06,129,1974,15218,389
New Balance,2002R,2025-02-06,162,4819,21954,898
Reebok,Instapump Fury,2025-02-06,91,8206,26403,676
Nike,Cortez,2025-02-06,198,6556,22123,564
Adidas,NMD S1,2025-02-06,225,3653,32313,2085
Puma,Suede Classic,2025-02-06,249,3551,22707,1350
New Balance,990v6,2025-02-06,101,6199,22288,1414
Reebok,Nano X3,2025-02-06,111,2487,20489,1474
Nike,Vaporfly 3,2025-02-06,236,6927,16026,348
Adidas,Samba,2025-02-07,178,10176,15707,674
Puma,Mayze,2025-02-07,124,5002,13351,876
New Balance,574 Core,2025-02-07,196,6497,27713,1626
Reebok,Club C 85,2025-02-07,184,5020,9625,426
Nike,Pegasus 40,2025-02-07,65,8730,9329,326
Adidas,Gazelle,2025-02-07,181,7659,10177,590
Puma,Slipstream,2025-02-07,118,5584,30232,1193
New Balance,550,2025-02-07,140,8960,6884,175
Reebok,Classic Leather,2025-02-07,66,2931,5022,251
Nike,Air Force 1,2025-02-07,105,9174,9051,717
